module_name,object_name,stream,symbol_size,source_file_count,range_section,range_offset,range_size,flags
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\putch.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\getcwd.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\close.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\open.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\read.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\unlink.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\stricmp.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\strdup.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\strlwr.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\strnicmp.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\strupr.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\st_obj\oldnames\fileleng.obi,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\OLDNAMES.lib,-1,0,0,-1,0,-1,0
f:\binaries\Intermediate\vctools\crt_bld\SELF_X86\crt\prebuild\build\INTEL\dll_obj\nativecpp\p\locale0_implib.obj,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\msvcprt.lib,661,1192,14,1,2226488,21,0
MSVCP120.dll,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\msvcprt.lib,663,140,0,-1,0,-1,0
Import:MSVCP120.dll,D:\Program Files (x86)\Microsoft Visual Studio 12.0\VC\lib\msvcprt.lib,662,10572,0,1,2226592,6,0
bin.v2\libs\system\build\msvc-12.0\release\link-static\threading-multi\error_code.obj,<REPO_ROOT>\source\extlibs\vc12\boost\lib\libboost_system-vc120-mt-1_59.lib,664,188,0,1,2226608,9,0
* Linker *,,665,1364,0,-1,0,-1,0
